time;x;y;z;gx;gy;gz;result_acelerometro;result_giroscopio
127.938;0,04;1,08;0,03;0,15;0,02;-0,03;1,08;0,15
127.946;0,04;1,09;0,05;0,15;0,02;-0,03;1,09;0,15
127.996;0,03;1,09;0,04;0,15;0,02;-0,03;1,09;0,15
128.008;0,03;1,09;0,04;-0,14;-0,02;0,00;1,09;0,14
128.046;0,04;1,09;0,05;-0,14;-0,02;0,00;1,09;0,14
128.08;0,04;1,09;0,05;0,03;-0,01;0,00;1,09;0,03
128.109;0,03;1,08;0,05;0,03;-0,01;0,00;1,08;0,03
128.147;0,03;1,09;0,05;0,03;-0,01;0,00;1,09;0,03
128.149;0,03;1,09;0,05;-0,02;0,00;-0,05;1,09;0,05
128.216;0,03;1,09;0,05;-0,02;0,00;-0,05;1,09;0,05
128.218;0,03;1,09;0,05;-0,10;-0,01;-0,05;1,09;0,11
128.246;0,02;1,09;0,05;-0,10;-0,01;-0,05;1,09;0,11
128.288;0,02;1,09;0,05;0,04;0,01;-0,03;1,09;0,05
128.311;0,02;1,09;0,05;0,04;0,01;-0,03;1,09;0,05
128.346;0,03;1,09;0,05;0,04;0,01;-0,03;1,09;0,05
128.357;0,03;1,09;0,05;-0,04;-0,01;-0,03;1,09;0,05
128.413;0,02;1,08;0,05;-0,04;-0,01;-0,03;1,08;0,05
128.429;0,02;1,08;0,05;-0,03;-0,04;-0,04;1,08;0,06
128.446;0,02;1,09;0,04;-0,03;-0,04;-0,04;1,09;0,06
128.508;0,02;1,09;0,05;-0,03;-0,04;-0,04;1,09;0,06
128.509;0,02;1,09;0,05;0,04;0,00;0,01;1,09;0,04
128.546;0,02;1,08;0,06;0,04;0,00;0,01;1,08;0,04
128.57;0,02;1,08;0,06;0,02;-0,07;-0,06;1,08;0,09
128.606;0,03;1,09;0,06;0,02;-0,07;-0,06;1,09;0,09
128.638;0,03;1,09;0,06;-0,07;-0,08;-0,04;1,09;0,11
128.647;0,02;1,09;0,05;-0,07;-0,08;-0,04;1,09;0,11
128.702;0,02;1,08;0,05;-0,07;-0,08;-0,04;1,08;0,11
128.716;0,02;1,08;0,05;-0,07;-0,05;-0,08;1,08;0,12
128.746;0,02;1,09;0,04;-0,07;-0,05;-0,08;1,09;0,12
128.788;0,02;1,09;0,04;-0,04;0,06;0,03;1,09;0,08
128.815;0,02;1,09;0,04;-0,04;0,06;0,03;1,09;0,08
128.846;0,02;1,09;0,05;-0,04;0,06;0,03;1,09;0,08
128.858;0,02;1,09;0,05;-0,02;0,08;0,06;1,09;0,10
128.909;0,02;1,09;0,06;-0,02;0,08;0,06;1,09;0,10
128.929;0,02;1,09;0,06;-0,05;0,07;0,05;1,09;0,10
128.946;0,01;1,09;0,06;-0,05;0,07;0,05;1,09;0,10
129.005;0,01;1,08;0,06;-0,05;0,07;0,05;1,08;0,10
129.007;0,01;1,08;0,06;-0,01;0,04;-0,01;1,08;0,04
129.046;0,01;1,09;0,06;-0,01;0,04;-0,01;1,09;0,04
129.068;0,01;1,09;0,06;0,03;0,06;-0,01;1,09;0,07
129.105;0,02;1,09;0,06;0,03;0,06;-0,01;1,09;0,07
129.138;0,02;1,09;0,06;0,02;0,03;-0,01;1,09;0,04
129.149;0,03;1,08;0,06;0,02;0,03;-0,01;1,08;0,04
129.207;0,02;1,09;0,06;0,02;0,03;-0,01;1,09;0,04
129.214;0,02;1,09;0,06;0,01;0,05;0,03;1,09;0,06
129.246;0,02;1,08;0,06;0,01;0,05;0,03;1,08;0,06
129.279;0,02;1,08;0,06;0,01;0,03;0,03;1,08;0,04
129.326;0,02;1,09;0,06;0,01;0,03;0,03;1,09;0,04
129.365;0,02;1,09;0,06;0,01;0,03;0,03;1,09;0,04
129.366;0,02;1,09;0,06;0,00;0,04;0,01;1,09;0,04
129.396;0,02;1,09;0,06;0,00;0,04;0,01;1,09;0,04
129.424;0,02;1,09;0,06;-0,03;0,02;0,02;1,09;0,04
129.446;0,02;1,08;0,06;-0,03;0,02;0,02;1,08;0,04
129.488;0,02;1,08;0,06;0,01;-0,01;-0,01;1,08;0,02
129.498;0,01;1,09;0,05;0,01;-0,01;-0,01;1,09;0,02
129.555;0,01;1,08;0,05;0,01;-0,01;-0,01;1,08;0,02
129.558;0,01;1,08;0,05;0,00;0,04;0,01;1,08;0,04
129.596;0,02;1,08;0,06;0,00;0,04;0,01;1,08;0,04
129.655;0,02;1,08;0,06;0,03;0,03;-0,02;1,08;0,05
129.657;0,02;1,09;0,06;0,03;0,03;-0,02;1,09;0,05
129.696;0,03;1,09;0,06;0,03;0,03;-0,02;1,09;0,05
129.699;0,03;1,09;0,06;0,01;0,05;0,04;1,09;0,06
129.748;0,03;1,09;0,06;0,01;0,05;0,04;1,09;0,06
129.768;0,03;1,09;0,06;-0,02;0,01;0,03;1,09;0,04
129.796;0,02;1,09;0,06;-0,02;0,01;0,03;1,09;0,04
129.842;0,02;1,09;0,06;-0,03;-0,01;0,01;1,09;0,03
129.85;0,02;1,08;0,05;-0,03;-0,01;0,01;1,08;0,03
129.896;0,02;1,08;0,05;-0,03;-0,01;0,01;1,08;0,03
129.907;0,02;1,08;0,05;0,00;-0,01;0,02;1,08;0,02
129.946;0,02;1,09;0,05;0,00;-0,01;0,02;1,09;0,02
129.979;0,02;1,09;0,05;0,01;0,01;0,02;1,09;0,02
129.997;0,02;1,08;0,05;0,01;0,01;0,02;1,08;0,02
130.046;0,02;1,09;0,05;0,01;0,01;0,02;1,09;0,02
130.048;0,02;1,09;0,05;-0,01;0,01;0,01;1,09;0,02
130.096;0,02;1,08;0,05;-0,01;0,01;0,01;1,08;0,02
130.118;0,02;1,08;0,05;-0,02;0,02;-0,01;1,08;0,03
130.149;0,03;1,09;0,06;-0,02;0,02;-0,01;1,09;0,03
130.187;0,03;1,09;0,06;0,14;0,05;0,05;1,09;0,16
130.197;0,03;1,09;0,06;0,14;0,05;0,05;1,09;0,16
130.246;0,03;1,08;0,06;0,14;0,05;0,05;1,08;0,16
130.257;0,03;1,08;0,06;-0,08;-0,04;0,01;1,08;0,09
130.296;0,03;1,09;0,05;-0,08;-0,04;0,01;1,09;0,09
130.328;0,03;1,09;0,05;0,00;-0,06;0,01;1,09;0,06
130.352;0,02;1,09;0,05;0,00;-0,06;0,01;1,09;0,06
130.397;0,04;1,08;0,05;0,00;-0,06;0,01;1,08;0,06
130.399;0,04;1,08;0,05;0,08;-0,02;0,03;1,08;0,09
130.446;0,04;1,09;0,05;0,08;-0,02;0,03;1,09;0,09
130.468;0,04;1,09;0,05;-0,05;-0,04;0,01;1,09;0,06
130.496;0,04;1,09;0,05;-0,05;-0,04;0,01;1,09;0,06
130.548;0,04;1,09;0,05;-0,01;-0,01;0,01;1,09;0,02
130.555;0,04;1,09;0,05;-0,01;-0,01;0,01;1,09;0,02
130.596;0,03;1,09;0,05;-0,01;-0,01;0,01;1,09;0,02
130.607;0,03;1,09;0,05;0,04;-0,03;-0,02;1,09;0,05
130.646;0,04;1,09;0,05;0,04;-0,03;-0,02;1,09;0,05
130.679;0,04;1,09;0,05;-0,02;-0,07;-0,01;1,09;0,07
130.698;0,04;1,08;0,06;-0,02;-0,07;-0,01;1,08;0,07
130.754;0,03;1,09;0,05;-0,02;-0,07;-0,01;1,09;0,07
130.756;0,03;1,09;0,05;0,00;-0,05;0,01;1,09;0,05
130.796;0,03;1,09;0,05;0,00;-0,05;0,01;1,09;0,05
130.818;0,03;1,09;0,05;-0,02;-0,07;-0,03;1,09;0,08
130.846;0,03;1,09;0,05;-0,02;-0,07;-0,03;1,09;0,08
130.888;0,03;1,09;0,05;-0,01;-0,02;-0,03;1,09;0,04
130.896;0,03;1,09;0,05;-0,01;-0,02;-0,03;1,09;0,04
130.949;0,03;1,09;0,05;-0,01;-0,02;-0,03;1,09;0,04
130.958;0,03;1,09;0,05;0,04;0,01;-0,02;1,09;0,05
130.996;0,03;1,08;0,05;0,04;0,01;-0,02;1,08;0,05
131.029;0,03;1,08;0,05;-0,04;-0,01;-0,01;1,08;0,04
131.047;0,03;1,08;0,05;-0,04;-0,01;-0,01;1,08;0,04
131.096;0,03;1,09;0,05;-0,04;-0,01;-0,01;1,09;0,04
131.099;0,03;1,09;0,05;-0,01;-0,02;0,00;1,09;0,02
131.146;0,03;1,09;0,05;-0,01;-0,02;0,00;1,09;0,02
131.168;0,03;1,09;0,05;0,02;0,00;0,00;1,09;0,02
131.196;0,03;1,09;0,05;0,02;0,00;0,00;1,09;0,02
131.241;0,03;1,09;0,05;-0,03;0,00;0,01;1,09;0,03
131.253;0,03;1,09;0,05;-0,03;0,00;0,01;1,09;0,03
131.296;0,03;1,08;0,05;-0,03;0,00;0,01;1,08;0,03
131.307;0,03;1,08;0,05;-0,01;-0,01;-0,01;1,08;0,02
131.346;0,03;1,09;0,05;-0,01;-0,01;-0,01;1,09;0,02
131.378;0,03;1,09;0,05;-0,01;0,02;0,03;1,09;0,04
131.397;0,03;1,08;0,05;-0,01;0,02;0,03;1,08;0,04
131.453;0,03;1,09;0,05;-0,01;0,02;0,03;1,09;0,04
131.456;0,03;1,09;0,05;-0,01;0,01;0,03;1,09;0,03
131.496;0,03;1,09;0,05;-0,01;0,01;0,03;1,09;0,03
131.528;0,03;1,09;0,05;0,03;0,03;0,01;1,09;0,04
131.549;0,03;1,09;0,06;0,03;0,03;0,01;1,09;0,04
131.596;0,03;1,09;0,05;0,03;0,03;0,01;1,09;0,04
131.6;0,03;1,09;0,05;0,00;-0,02;-0,02;1,09;0,03
131.647;0,03;1,08;0,05;0,00;-0,02;-0,02;1,08;0,03
131.668;0,03;1,08;0,05;-0,02;-0,03;-0,03;1,08;0,05
131.696;0,02;1,09;0,05;-0,02;-0,03;-0,03;1,09;0,05
131.748;0,02;1,09;0,05;0,02;0,00;0,01;1,09;0,02
131.758;0,02;1,08;0,05;0,02;0,00;0,01;1,08;0,02
131.796;0,02;1,09;0,05;0,02;0,00;0,01;1,09;0,02
131.807;0,02;1,09;0,05;-0,03;0,01;0,01;1,09;0,03
131.846;0,03;1,09;0,05;-0,03;0,01;0,01;1,09;0,03
131.879;0,03;1,09;0,05;0,02;0,01;-0,02;1,09;0,03
131.896;0,03;1,09;0,05;0,02;0,01;-0,02;1,09;0,03
131.947;0,04;1,09;0,05;0,02;0,01;-0,02;1,09;0,03
131.949;0,04;1,09;0,05;0,02;0,02;0,01;1,09;0,03
131.996;0,03;1,08;0,05;0,02;0,02;0,01;1,08;0,03
132.018;0,03;1,08;0,05;-0,04;0,01;-0,02;1,08;0,05
132.046;0,04;1,09;0,05;-0,04;0,01;-0,02;1,09;0,05
132.088;0,04;1,09;0,05;0,01;0,02;0,02;1,09;0,03
132.098;0,04;1,09;0,05;0,01;0,02;0,02;1,09;0,03
132.148;0,03;1,08;0,05;0,01;0,02;0,02;1,08;0,03
132.158;0,03;1,08;0,05;-0,04;-0,01;-0,01;1,08;0,04
132.196;0,03;1,09;0,05;-0,04;-0,01;-0,01;1,09;0,04
132.254;0,03;1,09;0,05;-0,02;0,00;0,02;1,09;0,03
132.255;0,03;1,08;0,05;-0,02;0,00;0,02;1,08;0,03
132.296;0,02;1,09;0,05;-0,02;0,00;0,02;1,09;0,03
132.301;0,02;1,09;0,05;0,04;0,02;0,01;1,09;0,05
132.367;0,03;1,08;0,05;0,04;0,02;0,01;1,08;0,05
132.368;0,03;1,08;0,05;0,00;0,00;-0,01;1,08;0,01
132.406;0,03;1,08;0,05;0,00;0,00;-0,01;1,08;0,01
132.437;0,03;1,08;0,05;0,00;0,00;-0,02;1,08;0,02
132.458;0,04;1,09;0,05;0,00;0,00;-0,02;1,09;0,02
132.506;0,03;1,08;0,05;0,00;0,00;-0,02;1,08;0,02
132.508;0,03;1,08;0,05;0,02;0,01;0,02;1,08;0,03
132.556;0,03;1,09;0,05;0,02;0,01;0,02;1,09;0,03
132.578;0,03;1,09;0,05;-0,05;-0,01;0,01;1,09;0,05
132.606;0,02;1,08;0,05;-0,05;-0,01;0,01;1,08;0,05
132.647;0,02;1,08;0,05;0,01;0,01;0,01;1,08;0,02
132.656;0,02;1,08;0,03;0,01;0,01;0,01;1,08;0,02
132.706;0,02;1,08;0,03;0,01;0,01;0,01;1,08;0,02
132.718;0,02;1,08;0,03;0,02;0,03;-0,02;1,08;0,04
132.756;0,04;1,09;0,04;0,02;0,03;-0,02;1,09;0,04
132.788;0,04;1,09;0,04;0,13;0,06;-0,03;1,09;0,15
132.806;0,03;1,08;0,05;0,13;0,06;-0,03;1,08;0,15
132.856;0,04;1,09;0,05;0,13;0,06;-0,03;1,09;0,15
132.859;0,04;1,09;0,05;0,04;0,05;0,00;1,09;0,06
132.906;0,03;1,09;0,05;0,04;0,05;0,00;1,09;0,06
132.929;0,03;1,09;0,05;0,02;0,02;0,00;1,09;0,03
132.956;0,03;1,09;0,06;0,02;0,02;0,00;1,09;0,03
132.998;0,03;1,09;0,06;0,02;0,03;0,03;1,09;0,05
133.006;0,03;1,08;0,05;0,02;0,03;0,03;1,08;0,05
133.056;0,03;1,09;0,05;0,02;0,03;0,03;1,09;0,05
133.072;0,03;1,09;0,05;-0,12;-0,02;0,00;1,09;0,12
133.106;0,03;1,09;0,04;-0,12;-0,02;0,00;1,09;0,12
133.138;0,03;1,09;0,04;0,02;0,02;0,00;1,09;0,03
133.156;0,03;1,09;0,04;0,02;0,02;0,00;1,09;0,03
133.206;0,03;1,09;0,05;0,02;0,02;0,00;1,09;0,03
133.21;0,03;1,09;0,05;0,02;0,04;0,01;1,09;0,05
133.256;0,03;1,09;0,04;0,02;0,04;0,01;1,09;0,05
133.281;0,03;1,09;0,04;-0,05;0,01;-0,01;1,09;0,05
133.306;0,03;1,09;0,04;-0,05;0,01;-0,01;1,09;0,05
133.348;0,03;1,09;0,04;0,04;0,02;0,01;1,09;0,05
133.356;0,03;1,09;0,04;0,04;0,02;0,01;1,09;0,05
133.406;0,03;1,08;0,05;0,04;0,02;0,01;1,08;0,05
133.418;0,03;1,08;0,05;0,00;0,00;-0,04;1,08;0,04
133.456;0,04;1,09;0,05;0,00;0,00;-0,04;1,09;0,04
133.488;0,04;1,09;0,05;-0,03;-0,02;0,02;1,09;0,04
133.506;0,03;1,09;0,05;-0,03;-0,02;0,02;1,09;0,04
133.557;0,03;1,09;0,04;-0,03;-0,02;0,02;1,09;0,04
133.561;0,03;1,09;0,04;-0,04;-0,03;0,01;1,09;0,05
133.606;0,02;1,09;0,04;-0,04;-0,03;0,01;1,09;0,05
133.629;0,02;1,09;0,04;0,01;0,00;0,00;1,09;0,01
133.656;0,02;1,08;0,04;0,01;0,00;0,00;1,08;0,01
133.698;0,02;1,08;0,04;0,02;0,01;-0,01;1,08;0,02
133.706;0,03;1,09;0,04;0,02;0,01;-0,01;1,09;0,02
133.756;0,04;1,09;0,05;0,02;0,01;-0,01;1,09;0,02
133.777;0,04;1,09;0,05;0,01;0,01;0,00;1,09;0,01
133.806;0,04;1,09;0,05;0,01;0,01;0,00;1,09;0,01
133.837;0,04;1,09;0,05;-0,01;-0,01;-0,01;1,09;0,02
133.856;0,04;1,09;0,05;-0,01;-0,01;-0,01;1,09;0,02
133.906;0,02;1,08;0,05;-0,01;-0,01;-0,01;1,08;0,02
133.908;0,02;1,08;0,05;-0,03;-0,02;0,03;1,08;0,05
133.956;0,02;1,09;0,04;-0,03;-0,02;0,03;1,09;0,05
133.98;0,02;1,09;0,04;-0,04;-0,01;0,01;1,09;0,04
134.006;0,02;1,08;0,04;-0,04;-0,01;0,01;1,08;0,04
134.048;0,02;1,08;0,04;0,01;0,01;-0,01;1,08;0,02
134.056;0,02;1,08;0,04;0,01;0,01;-0,01;1,08;0,02
134.106;0,03;1,09;0,05;0,01;0,01;-0,01;1,09;0,02
134.118;0,03;1,09;0,05;0,01;0,02;0,01;1,09;0,02
134.156;0,03;1,09;0,05;0,01;0,02;0,01;1,09;0,02
134.188;0,03;1,09;0,05;-0,01;0,01;0,01;1,09;0,02
134.206;0,04;1,09;0,05;-0,01;0,01;0,01;1,09;0,02
134.256;0,03;1,09;0,05;-0,01;0,01;0,01;1,09;0,02
134.259;0,03;1,09;0,05;0,01;-0,01;0,00;1,09;0,01
134.306;0,03;1,09;0,05;0,01;-0,01;0,00;1,09;0,01
134.328;0,03;1,09;0,05;-0,01;-0,02;-0,01;1,09;0,02
134.356;0,03;1,09;0,05;-0,01;-0,02;-0,01;1,09;0,02
134.398;0,03;1,09;0,05;-0,01;-0,03;0,00;1,09;0,03
134.406;0,03;1,09;0,05;-0,01;-0,03;0,00;1,09;0,03
134.456;0,03;1,09;0,04;-0,01;-0,03;0,00;1,09;0,03
134.475;0,03;1,09;0,04;-0,02;-0,03;0,00;1,09;0,04
134.506;0,03;1,08;0,04;-0,02;-0,03;0,00;1,08;0,04
134.538;0,03;1,08;0,04;-0,01;-0,01;-0,01;1,08;0,02
134.556;0,03;1,09;0,04;-0,01;-0,01;-0,01;1,09;0,02
134.606;0,03;1,08;0,04;-0,01;-0,01;-0,01;1,08;0,02
134.61;0,03;1,08;0,04;0,03;0,01;0,00;1,08;0,03
134.656;0,03;1,09;0,05;0,03;0,01;0,00;1,09;0,03
134.684;0,03;1,09;0,05;0,01;0,02;0,01;1,09;0,02
134.706;0,03;1,09;0,05;0,01;0,02;0,01;1,09;0,02
134.748;0,03;1,09;0,05;-0,02;-0,02;-0,01;1,09;0,03
134.756;0,03;1,09;0,05;-0,02;-0,02;-0,01;1,09;0,03
134.806;0,03;1,09;0,05;-0,02;-0,02;-0,01;1,09;0,03
134.818;0,03;1,09;0,05;-0,01;-0,02;0,01;1,09;0,02
134.856;0,03;1,09;0,04;-0,01;-0,02;0,01;1,09;0,02
134.897;0,03;1,09;0,04;-0,04;-0,02;-0,01;1,09;0,05
134.906;0,03;1,09;0,05;-0,04;-0,02;-0,01;1,09;0,05
134.957;0,03;1,09;0,04;-0,04;-0,02;-0,01;1,09;0,05
134.96;0,03;1,09;0,04;-0,01;0,00;0,01;1,09;0,01
135.006;0,02;1,09;0,05;-0,01;0,00;0,01;1,09;0,01
135.028;0,02;1,09;0,05;0,02;0,02;-0,01;1,09;0,03
135.056;0,02;1,09;0,05;0,02;0,02;-0,01;1,09;0,03
135.101;0,02;1,09;0,05;-0,02;0,01;-0,01;1,09;0,02
135.106;0,03;1,09;0,05;-0,02;0,01;-0,01;1,09;0,02
135.156;0,03;1,09;0,05;-0,02;0,01;-0,01;1,09;0,02
135.169;0,03;1,09;0,05;0,00;0,03;0,00;1,09;0,03
135.206;0,03;1,09;0,05;0,00;0,03;0,00;1,09;0,03
135.237;0,03;1,09;0,05;0,02;0,01;0,00;1,09;0,02
135.256;0,03;1,09;0,05;0,02;0,01;0,00;1,09;0,02
135.306;0,03;1,09;0,05;0,02;0,01;0,00;1,09;0,02
135.309;0,03;1,09;0,05;-0,04;0,00;0,01;1,09;0,04
135.356;0,02;1,09;0,05;-0,04;0,00;0,01;1,09;0,04
135.378;0,02;1,09;0,05;0,01;0,01;-0,02;1,09;0,02
135.406;0,03;1,09;0,05;0,01;0,01;-0,02;1,09;0,02
135.448;0,03;1,09;0,05;0,00;0,01;0,02;1,09;0,02
135.456;0,03;1,08;0,05;0,00;0,01;0,02;1,08;0,02
135.506;0,03;1,09;0,05;0,00;0,01;0,02;1,09;0,02
135.518;0,03;1,09;0,05;-0,03;0,01;0,00;1,09;0,03
135.556;0,03;1,08;0,05;-0,03;0,01;0,00;1,08;0,03
135.589;0,03;1,08;0,05;0,03;0,01;-0,02;1,08;0,04
135.606;0,03;1,09;0,05;0,03;0,01;-0,02;1,09;0,04
135.656;0,03;1,09;0,05;0,03;0,01;-0,02;1,09;0,04
135.659;0,03;1,09;0,05;-0,01;0,02;0,01;1,09;0,02
135.706;0,03;1,09;0,05;-0,01;0,02;0,01;1,09;0,02
135.731;0,03;1,09;0,05;-0,01;0,00;0,00;1,09;0,01
135.756;0,03;1,09;0,05;-0,01;0,00;0,00;1,09;0,01
135.798;0,03;1,09;0,05;-0,02;-0,02;-0,02;1,09;0,03
135.806;0,03;1,09;0,05;-0,02;-0,02;-0,02;1,09;0,03
135.856;0,02;1,09;0,04;-0,02;-0,02;-0,02;1,09;0,03
135.868;0,02;1,09;0,04;-0,01;0,03;0,03;1,09;0,04
135.906;0,03;1,08;0,05;-0,01;0,03;0,03;1,08;0,04
135.938;0,03;1,08;0,05;0,02;0,01;-0,01;1,08;0,02
135.956;0,03;1,09;0,05;0,02;0,01;-0,01;1,09;0,02
136.006;0,03;1,09;0,05;0,02;0,01;-0,01;1,09;0,02
136.009;0,03;1,09;0,05;0,01;0,01;-0,01;1,09;0,02
136.056;0,03;1,09;0,05;0,01;0,01;-0,01;1,09;0,02
136.078;0,03;1,09;0,05;-0,01;0,00;0,00;1,09;0,01
136.106;0,03;1,09;0,05;-0,01;0,00;0,00;1,09;0,01
136.148;0,03;1,09;0,05;0,00;0,00;-0,01;1,09;0,01
136.156;0,03;1,09;0,05;0,00;0,00;-0,01;1,09;0,01
136.207;0,03;1,09;0,05;0,00;0,00;-0,01;1,09;0,01
136.218;0,03;1,09;0,05;-0,01;-0,03;0,01;1,09;0,03
136.256;0,03;1,08;0,04;-0,01;-0,03;0,01;1,08;0,03
136.289;0,03;1,08;0,04;-0,03;-0,01;-0,01;1,08;0,03
136.306;0,02;1,08;0,04;-0,03;-0,01;-0,01;1,08;0,03
136.356;0,03;1,09;0,04;-0,03;-0,01;-0,01;1,09;0,03
136.358;0,03;1,09;0,04;0,01;0,01;0,00;1,09;0,01
136.406;0,03;1,09;0,04;0,01;0,01;0,00;1,09;0,01
136.428;0,03;1,09;0,04;0,06;0,01;-0,02;1,09;0,06
136.456;0,03;1,09;0,05;0,06;0,01;-0,02;1,09;0,06
136.499;0,03;1,09;0,05;0,01;0,00;0,00;1,09;0,01
136.506;0,03;1,09;0,05;0,01;0,00;0,00;1,09;0,01
136.556;0,03;1,09;0,04;0,01;0,00;0,00;1,09;0,01
136.568;0,03;1,09;0,04;0,02;0,00;0,03;1,09;0,04
136.609;0,03;1,09;0,04;0,02;0,00;0,03;1,09;0,04
136.638;0,03;1,09;0,04;0,04;0,01;0,01;1,09;0,04
136.656;0,03;1,09;0,05;0,04;0,01;0,01;1,09;0,04
136.706;0,03;1,09;0,05;0,04;0,01;0,01;1,09;0,04
136.709;0,03;1,09;0,05;0,04;0,00;0,00;1,09;0,04
136.756;0,04;1,08;0,06;0,04;0,00;0,00;1,08;0,04
136.78;0,04;1,08;0,06;0,01;0,00;0,01;1,08;0,01
136.806;0,04;1,09;0,05;0,01;0,00;0,01;1,09;0,01
136.848;0,04;1,09;0,05;-0,07;-0,03;0,02;1,09;0,08
136.856;0,03;1,09;0,04;-0,07;-0,03;0,02;1,09;0,08
136.906;0,02;1,09;0,04;-0,07;-0,03;0,02;1,09;0,08
136.918;0,02;1,09;0,04;0,00;-0,01;0,01;1,09;0,01
136.956;0,02;1,09;0,04;0,00;-0,01;0,01;1,09;0,01
136.998;0,02;1,09;0,04;0,00;0,01;-0,02;1,09;0,02
137.006;0,03;1,09;0,04;0,00;0,01;-0,02;1,09;0,02
137.056;0,04;1,09;0,05;0,00;0,01;-0,02;1,09;0,02
137.06;0,04;1,09;0,05;0,02;0,01;0,00;1,09;0,02
137.106;0,03;1,09;0,04;0,02;0,01;0,00;1,09;0,02
137.129;0,03;1,09;0,04;-0,01;-0,01;-0,02;1,09;0,02
137.156;0,02;1,09;0,04;-0,01;-0,01;-0,02;1,09;0,02
137.2;0,02;1,09;0,04;0,01;0,01;0,00;1,09;0,01
137.206;0,03;1,09;0,04;0,01;0,01;0,00;1,09;0,01
137.256;0,03;1,09;0,05;0,01;0,01;0,00;1,09;0,01
137.268;0,03;1,09;0,05;-0,01;0,01;0,00;1,09;0,01
137.308;0,04;1,09;0,05;-0,01;0,01;0,00;1,09;0,01
137.338;0,04;1,09;0,05;-0,01;-0,01;0,00;1,09;0,01
137.356;0,03;1,09;0,04;-0,01;-0,01;0,00;1,09;0,01
137.406;0,03;1,08;0,04;-0,01;-0,01;0,00;1,08;0,01
137.409;0,03;1,08;0,04;-0,04;0,00;0,01;1,08;0,04
137.456;0,03;1,09;0,04;-0,04;0,00;0,01;1,09;0,04
137.478;0,03;1,09;0,04;0,00;0,00;0,00;1,09;0,00
137.506;0,02;1,09;0,04;0,00;0,00;0,00;1,09;0,00
137.548;0,02;1,09;0,04;0,02;0,01;-0,01;1,09;0,02
137.556;0,03;1,09;0,04;0,02;0,01;-0,01;1,09;0,02
137.608;0,03;1,09;0,04;0,02;0,01;-0,01;1,09;0,02
137.618;0,03;1,09;0,04;-0,01;0,02;-0,01;1,09;0,02
137.656;0,03;1,09;0,05;-0,01;0,02;-0,01;1,09;0,02
137.687;0,03;1,09;0,05;0,00;0,00;-0,01;1,09;0,01
137.711;0,03;1,09;0,05;0,00;0,00;-0,01;1,09;0,01
137.756;0,02;1,09;0,04;0,00;0,00;-0,01;1,09;0,01
137.759;0,02;1,09;0,04;-0,02;0,01;0,01;1,09;0,02
137.808;0,02;1,09;0,04;-0,02;0,01;0,01;1,09;0,02
137.83;0,02;1,09;0,04;-0,02;0,02;0,00;1,09;0,03
137.856;0,03;1,09;0,05;-0,02;0,02;0,00;1,09;0,03
137.913;0,03;1,09;0,05;-0,01;0,00;0,00;1,09;0,01
137.914;0,03;1,09;0,04;-0,01;0,00;0,00;1,09;0,01
137.956;0,03;1,09;0,04;-0,01;0,00;0,00;1,09;0,01
137.967;0,03;1,09;0,04;-0,02;-0,01;0,00;1,09;0,02
138.008;0,03;1,09;0,03;-0,02;-0,01;0,00;1,09;0,02
138.038;0,03;1,09;0,03;0,00;0,01;0,00;1,09;0,01
138.094;0,03;1,09;0,03;0,00;0,01;0,00;1,09;0,01
138.106;0,03;1,09;0,04;0,00;0,01;0,00;1,09;0,01
138.125;0,03;1,09;0,04;0,04;0,02;-0,03;1,09;0,05
138.156;0,03;1,09;0,04;0,04;0,02;-0,03;1,09;0,05
138.187;0,03;1,09;0,04;0,03;0,03;-0,01;1,09;0,04
138.205;0,03;1,09;0,04;0,03;0,03;-0,01;1,09;0,04
138.256;0,03;1,09;0,04;0,03;0,03;-0,01;1,09;0,04
138.259;0,03;1,09;0,04;0,03;0,02;-0,02;1,09;0,04
138.308;0,03;1,09;0,04;0,03;0,02;-0,02;1,09;0,04
138.328;0,03;1,09;0,04;0,05;0,04;-0,01;1,09;0,06
138.356;0,02;1,09;0,03;0,05;0,04;-0,01;1,09;0,06
138.411;0,02;1,08;0,04;0,05;0,04;-0,01;1,08;0,06
138.414;0,02;1,08;0,04;0,01;0,06;-0,03;1,08;0,07
138.456;0,03;1,10;0,05;0,01;0,06;-0,03;1,10;0,07
138.478;0,03;1,10;0,05;0,06;0,05;-0,02;1,10;0,08
138.506;0,03;1,09;0,05;0,06;0,05;-0,02;1,09;0,08
138.548;0,03;1,09;0,05;-0,04;-0,03;-0,01;1,09;0,05
138.555;0,02;1,09;0,04;-0,04;-0,03;-0,01;1,09;0,05
138.607;0,02;1,09;0,04;-0,04;-0,03;-0,01;1,09;0,05
138.618;0,02;1,09;0,04;-0,08;-0,01;0,05;1,09;0,09
138.656;0,01;1,08;0,03;-0,08;-0,01;0,05;1,08;0,09
138.687;0,01;1,08;0,03;0,02;0,01;0,00;1,08;0,02
138.706;0,01;1,09;0,03;0,02;0,01;0,00;1,09;0,02
138.756;0,02;1,08;0,04;0,02;0,01;0,00;1,08;0,02
138.759;0,02;1,08;0,04;0,01;0,02;0,01;1,08;0,02
138.807;0,03;1,09;0,04;0,01;0,02;0,01;1,09;0,02
138.828;0,03;1,09;0,04;0,01;0,02;0,01;1,09;0,02
138.856;0,03;1,09;0,04;0,01;0,02;0,01;1,09;0,02
