time;x;y;z;gx;gy;gz;result_v;result_g
386.701;0,13;-0,69;-0,06;-3,45;-0,49;-4,23;0,704698517;5,480465309
386.709;0,28;-0,78;-0,14;-3,45;-0,49;-4,23;0,840476056;5,480465309
386.759;0,55;-0,88;-0,35;-3,45;-0,49;-4,23;1,095171219;5,480465309
386.772;0,55;-0,88;-0,35;-3,5;-0,49;-4,29;1,095171219;5,558255122
386.809;0,83;-0,88;-0,59;-3,5;-0,49;-4,29;1,34588261;5,558255122
386.845;0,83;-0,88;-0,59;-3,55;-0,5;-4,37;1,34588261;5,65238003
386.87;0,98;-0,82;-0,7;-3,55;-0,5;-4,37;1,456983185;5,65238003
386.91;1,2;-0,64;-0,92;-3,55;-0,5;-4,37;1,64195006;5,65238003
386.912;1,2;-0,64;-0,92;-3,6;-0,5;-4,43;1,64195006;5,730174517
386.96;1,3;-0,51;-1;-3,6;-0,5;-4,43;1,717585515;5,730174517
386.981;1,3;-0,51;-1;-3,64;-0,52;-4,47;1,717585515;5,787996199
387.009;1,4;-0,2;-1,13;-3,64;-0,52;-4,47;1,810220981;5,787996199
387.053;1,4;-0,2;-1,13;-3,65;-0,52;-4,48;1,810220981;5,802008273
387.059;1,43;-0,03;-1,14;-3,65;-0,52;-4,48;1,829043466;5,802008273
387.109;1,35;0,31;-1,14;-3,65;-0,52;-4,48;1,793934224;5,802008273
387.122;1,35;0,31;-1,14;-3,63;-0,51;-4,45;1,793934224;5,76537076
387.159;1,28;0,47;-1,1;-3,63;-0,51;-4,45;1,75194178;5,76537076
387.191;1,28;0,47;-1,1;-3,58;-0,5;-4,39;1,75194178;5,686694998
387.209;1,07;0,74;-0,97;-3,58;-0,5;-4,39;1,6227754;5,686694998
387.259;0,8;0,91;-0,77;-3,58;-0,5;-4,39;1,435618334;5,686694998
387.262;0,8;0,91;-0,77;-3,5;-0,49;-4,29;1,435618334;5,558255122
387.309;0,66;0,96;-0,65;-3,5;-0,49;-4,29;1,334053972;5,558255122
387.331;0,66;0,96;-0,65;-3,41;-0,47;-4,18;1,334053972;5,414923822
387.359;0,36;0,96;-0,43;-3,41;-0,47;-4,18;1,111800342;5,414923822
387.401;0,36;0,96;-0,43;-3,31;-0,47;-4,06;1,111800342;5,259334559
387.409;0,22;0,93;-0,31;-3,31;-0,47;-4,06;1,004689007;5,259334559
387.459;-0,02;0,78;-0,1;-3,31;-0,47;-4,06;0,786638418;5,259334559
387.471;-0,02;0,78;-0,1;-3,21;-0,45;-3,93;0,786638418;5,094261477
387.509;-0,11;0,68;-0,01;-3,21;-0,45;-3,93;0,688912186;5,094261477
387.549;-0,11;0,68;-0,01;-3,12;-0,43;-3,84;0,688912186;4,966376949
387.56;-0,26;0,44;0,13;-3,12;-0,43;-3,84;0,527351875;4,966376949
387.612;-0,32;0,16;0,21;-3,12;-0,43;-3,84;0,41484937;4,966376949
387.618;-0,32;0,16;0,21;-3,06;-0,42;-3,76;0,41484937;4,86596342
387.661;-0,32;0,02;0,22;-3,06;-0,42;-3,76;0,388844442;4,86596342
387.683;-0,32;0,02;0,22;-3,02;-0,42;-3,72;0,388844442;4,809906444
387.709;-0,27;-0,26;0,2;-3,02;-0,42;-3,72;0,424852916;4,809906444
387.751;-0,27;-0,26;0,2;-3,02;-0,43;-3,7;0,424852916;4,795341489
387.759;-0,19;-0,39;0,19;-3,02;-0,43;-3,7;0,473603209;4,795341489
387.809;-0,04;-0,62;0,08;-3,02;-0,43;-3,7;0,626418391;4,795341489
387.821;-0,04;-0,62;0,08;-3,03;-0,43;-3,73;0,626418391;4,824800514
387.866;0,05;-0,71;0,01;-3,03;-0,43;-3,73;0,711828631;4,824800514
387.891;0,05;-0,71;0,01;-3,07;-0,44;-3,77;0,711828631;4,881741493
387.909;0,29;-0,84;-0,16;-3,07;-0,44;-3,77;0,902939644;4,881741493
387.959;0,41;-0,87;-0,26;-3,07;-0,44;-3,77;0,99629313;4,881741493
387.962;0,41;-0,87;-0,26;-3,11;-0,43;-3,83;0,99629313;4,952363072
388.009;0,67;-0,87;-0,46;-3,11;-0,43;-3,83;1,190546093;4,952363072
388.031;0,67;-0,87;-0,46;-3,17;-0,44;-3,9;1,190546093;5,045047076
388.061;0,92;-0,77;-0,66;-3,17;-0,44;-3,9;1,369269878;5,045047076
388.101;0,92;-0,77;-0,66;-3,23;-0,45;-3,97;1,369269878;5,137732963
388.109;1,02;-0,69;-0,76;-3,23;-0,45;-3,97;1,447100549;5,137732963
388.161;1,2;-0,46;-0,92;-3,23;-0,45;-3,97;1,580506248;5,137732963
388.171;1,2;-0,46;-0,92;-3,28;-0,46;-4,02;1,580506248;5,208685055
388.209;1,25;-0,33;-0,98;-3,28;-0,46;-4,02;1,622282343;5,208685055
388.244;1,25;-0,33;-0,98;-3,29;-0,47;-4,04;1,622282343;5,231309587
388.261;1,29;-0,02;-1,06;-3,29;-0,47;-4,04;1,669760462;5,231309587
388.309;1,28;0,13;-1,06;-3,29;-0,47;-4,04;1,667003299;5,231309587
388.313;1,28;0,13;-1,06;-3,29;-0,47;-4,03;1,667003299;5,223590719
388.359;1,19;0,43;-1,02;-3,29;-0,47;-4,03;1,625238444;5,223590719
388.381;1,19;0,43;-1,02;-3,24;-0,47;-3,98;1,625238444;5,153532769
388.409;1,12;0,56;-0,97;-3,24;-0,47;-3,98;1,583950757;5,153532769
388.454;1,12;0,56;-0,97;-3,18;-0,45;-3,91;1,583950757;5,059940711
388.461;0,91;0,8;-0,83;-3,18;-0,45;-3,91;1,46867287;5,059940711
388.509;0,66;0,94;-0,66;-3,18;-0,45;-3,91;1,324688643;5,059940711
388.522;0,66;0,94;-0,66;-3,1;-0,43;-3,8;1,324688643;4,922895489
388.567;0,55;0,97;-0,56;-3,1;-0,43;-3,8;1,247798061;4,922895489
388.592;0,55;0,97;-0,56;-3,01;-0,42;-3,69;1,247798061;4,78043931
388.62;0,28;0,98;-0,35;-3,01;-0,42;-3,69;1,077636302;4,78043931
388.666;0,15;0,96;-0,25;-3,01;-0,42;-3,69;1,003294573;4,78043931
388.667;0,15;0,96;-0,25;-2,92;-0,41;-3,55;1,003294573;4,614867279
388.709;-0,07;0,85;-0,06;-2,92;-0,41;-3,55;0,85498538;4,614867279
388.731;-0,07;0,85;-0,06;-2,82;-0,4;-3,45;0,85498538;4,473801515
388.766;-0,17;0,76;0,03;-2,82;-0,4;-3,45;0,779358711;4,473801515
388.802;-0,17;0,76;0,03;-2,72;-0,38;-3,35;0,779358711;4,33189335
388.809;-0,32;0,57;0,16;-2,72;-0,38;-3,35;0,672978454;4,33189335
388.862;-0,41;0,34;0,26;-2,72;-0,38;-3,35;0,592705661;4,33189335
388.881;-0,41;0,34;0,26;-2,64;-0,37;-3,26;0,592705661;4,211187481
388.909;-0,43;0,23;0,3;-2,64;-0,37;-3,26;0,572538208;4,211187481
388.941;-0,43;0,23;0,3;-2,6;-0,36;-3,2;0,572538208;4,138792094
388.971;-0,44;-0,01;0,32;-2,6;-0,36;-3,2;0,544150714;4,138792094
389.01;-0,41;-0,14;0,31;-2,6;-0,36;-3,2;0,532728824;4,138792094
389.014;-0,41;-0,14;0,31;-2,58;-0,36;-3,17;0,532728824;4,103035462
389.072;-0,33;-0,36;0,28;-2,58;-0,36;-3,17;0,562938718;4,103035462
389.083;-0,33;-0,36;0,28;-2,58;-0,36;-3,17;0,562938718;4,103035462
389.109;-0,27;-0,47;0,24;-2,58;-0,36;-3,17;0,592790013;4,103035462
389.166;-0,12;-0,65;0,14;-2,58;-0,36;-3,17;0,675647837;4,103035462
389.168;-0,12;-0,65;0,14;-2,6;-0,37;-3,2;0,675647837;4,1396739
389.209;-0,02;-0,73;0,08;-2,6;-0,37;-3,2;0,73464277;4,1396739
389.231;-0,02;-0,73;0,08;-2,65;-0,37;-3,25;0,73464277;4,209738709
389.279;0,18;-0,83;-0,07;-2,65;-0,37;-3,25;0,852173691;4,209738709
389.302;0,18;-0,83;-0,07;-2,7;-0,38;-3,31;0,852173691;4,288414625
389.309;0,4;-0,87;-0,24;-2,7;-0,38;-3,31;0,987167666;4,288414625
389.372;0,51;-0,86;-0,34;-2,7;-0,38;-3,31;1,056077649;4,288414625
389.374;0,51;-0,86;-0,34;-2,75;-0,39;-3,38;1,056077649;4,374814282
389.409;0,73;-0,79;-0,52;-2,75;-0,39;-3,38;1,194738465;4,374814282
389.441;0,73;-0,79;-0,52;-2,81;-0,39;-3,45;1,194738465;4,466620647
389.46;0,83;-0,74;-0,6;-2,81;-0,39;-3,45;1,26352681;4,466620647
389.509;1;-0,57;-0,76;-2,81;-0,39;-3,45;1,379311422;4,466620647
389.513;1;-0,57;-0,76;-2,85;-0,4;-3,5;1,379311422;4,531280172
389.564;1,07;-0,46;-0,82;-2,85;-0,4;-3,5;1,424394608;4,531280172
389.586;1,07;-0,46;-0,82;-2,89;-0,41;-3,54;1,424394608;4,588224057
389.609;1,16;-0,22;-0,92;-2,89;-0,41;-3,54;1,496796579;4,588224057
389.673;1,16;-0,22;-0,92;-2,9;-0,41;-3,56;1,496796579;4,609956616
389.674;1,18;0,05;-0,96;-2,9;-0,41;-3,56;1,522005256;4,609956616
389.709;1,15;0,2;-0,97;-2,9;-0,41;-3,56;1,517695622;4,609956616
389.721;1,15;0,2;-0,97;-2,89;-0,41;-3,54;1,517695622;4,588224057
389.762;1,06;0,45;-0,93;-2,89;-0,41;-3,54;1,480202689;4,588224057
389.791;1,06;0,45;-0,93;-2,85;-0,4;-3,49;1,480202689;4,523560545
389.809;1;0,57;-0,89;-2,85;-0,4;-3,49;1,454991409;4,523560545
389.866;0,83;0,78;-0,77;-2,85;-0,4;-3,49;1,374845446;4,523560545
389.869;0,83;0,78;-0,77;-2,78;-0,39;-3,42;1,374845446;4,424579076
389.909;0,72;0,84;-0,7;-2,78;-0,39;-3,42;1,309198228;4,424579076
389.931;0,72;0,84;-0,7;-2,71;-0,38;-3,32;1,309198228;4,302429546
389.966;0,5;0,95;-0,54;-2,71;-0,38;-3,32;1,201707119;4,302429546
390.001;0,5;0,95;-0,54;-2,61;-0,36;-3,2;1,201707119;4,145081423
390.009;0,39;0,99;-0,45;-2,61;-0,36;-3,2;1,155292171;4,145081423
390.064;0,16;0,99;-0,28;-2,61;-0,36;-3,2;1,041201229;4,145081423
390.077;0,16;0,99;-0,28;-2,52;-0,35;-3,08;1,041201229;3,994909261
390.111;-0,04;0,95;-0,1;-2,52;-0,35;-3,08;0,95608577;3,994909261
390.141;-0,04;0,95;-0,1;-2,42;-0,34;-2,96;0,95608577;3,838437182
390.159;-0,13;0,9;-0,02;-2,42;-0,34;-2,96;0,909560333;3,838437182
390.209;-0,28;0,77;0,12;-2,42;-0,34;-2,96;0,828070045;3,838437182
390.213;-0,28;0,77;0,12;-2,32;-0,33;-2,85;0,828070045;3,689688334
390.259;-0,37;0,7;0,18;-2,32;-0,33;-2,85;0,811972906;3,689688334
390.289;-0,37;0,7;0,18;-2,23;-0,31;-2,75;0,811972906;3,55408216
390.312;-0,47;0,53;0,28;-2,23;-0,31;-2,75;0,761708606;3,55408216
390.352;-0,47;0,53;0,28;-2,16;-0,3;-2,66;0,761708606;3,439651145
390.359;-0,5;0,43;0,32;-2,16;-0,3;-2,66;0,733007503;3,439651145
390.409;-0,56;0,24;0,38;-2,16;-0,3;-2,66;0,718052923;3,439651145
390.422;-0,56;0,24;0,38;-2,11;-0,29;-2,6;0,718052923;3,360981999
390.459;-0,56;0,14;0,4;-2,11;-0,29;-2,6;0,702281995;3,360981999
390.493;-0,56;0,14;0,4;-2,07;-0,29;-2,55;0,702281995;3,297195778
390.509;-0,55;-0,05;0,41;-2,07;-0,29;-2,55;0,687822652;3,297195778
390.56;-0,5;-0,24;0,39;-2,07;-0,29;-2,55;0,678011799;3,297195778
390.563;-0,5;-0,24;0,39;-2,05;-0,29;-2,53;0,678011799;3,269174208
390.609;-0,46;-0,33;0,39;-2,05;-0,29;-2,53;0,68745909;3,269174208
390.631;-0,46;-0,33;0,39;-2,06;-0,29;-2,53;0,68745909;3,275454167
390.659;-0,37;-0,5;0,32;-2,06;-0,29;-2,53;0,699499821;3,275454167
390.702;-0,37;-0,5;0,32;-2,07;-0,29;-2,54;0,699499821;3,289468042
390.709;-0,31;-0,57;0,28;-2,07;-0,29;-2,54;0,70668239;3,289468042
390.759;-0,16;-0,7;0,19;-2,07;-0,29;-2,54;0,742765104;3,289468042
390.778;-0,16;-0,7;0,19;-2,1;-0,3;-2,59;0,742765104;3,347850056
390.809;-0,1;-0,74;0,13;-2,1;-0,3;-2,59;0,757957782;3,347850056
390.841;-0,1;-0,74;0,13;-2,15;-0,3;-2,64;0,757957782;3,417908717
390.859;0,08;-0,82;0,01;-2,15;-0,3;-2,64;0,823953882;3,417908717
390.909;0,26;-0,85;-0,13;-2,15;-0,3;-2,64;0,898331787;3,417908717
390.912;0,26;-0,85;-0,13;-2,21;-0,31;-2,71;0,898331787;3,51059824
390.959;0,36;-0,85;-0,21;-2,21;-0,31;-2,71;0,946678404;3,51059824
390.987;0,36;-0,85;-0,21;-2,27;-0,31;-2,79;0,946678404;3,610138501
391.009;0,54;-0,81;-0,36;-2,27;-0,31;-2,79;1,037930634;3,610138501
391.051;0,54;-0,81;-0,36;-2,32;-0,33;-2,86;1,037930634;3,697418018
391.059;0,63;-0,78;-0,43;-2,32;-0,33;-2,86;1,090962877;3,697418018
391.109;0,79;-0,66;-0,57;-2,32;-0,33;-2,86;1,176690274;3,697418018
391.122;0,79;-0,66;-0,57;-2,38;-0,33;-2,92;1,176690274;3,781494414
391.159;0,85;-0,59;-0,64;-2,38;-0,33;-2,92;1,216634703;3,781494414
391.191;0,85;-0,59;-0,64;-2,42;-0,34;-2,97;1,216634703;3,846153923
391.209;0,97;-0,41;-0,75;-2,42;-0,34;-2,97;1,292865035;3,846153923
391.259;1,02;-0,31;-0,79;-2,42;-0,34;-2,97;1,32687603;3,846153923
391.262;1,02;-0,31;-0,79;-2,45;-0,35;-3;1,32687603;3,889087297
391.309;1,06;-0,09;-0,85;-2,45;-0,35;-3;1,361690126;3,889087297
391.331;1,06;-0,09;-0,85;-2,45;-0,35;-3,01;1,361690126;3,896806385
391.359;1,05;0,14;-0,88;-2,45;-0,35;-3,01;1,377134707;3,896806385
391.402;1,05;0,14;-0,88;-2,43;-0,35;-2,99;1,377134707;3,868785339
391.409;1,03;0,25;-0,87;-2,43;-0,35;-2,99;1,371240314;3,868785339
391.459;0,95;0,47;-0,83;-2,43;-0,35;-2,99;1,346216922;3,868785339
391.526;0,95;0,47;-0,83;-2,4;-0,34;-2,94;1,346216922;3,810406802
391.527;0,89;0,57;-0,8;-2,4;-0,34;-2,94;1,325518766;3,810406802
391.545;0,89;0,57;-0,8;-2,35;-0,33;-2,88;1,325518766;3,731728822
391.564;0,75;0,75;-0,7;-2,35;-0,33;-2,88;1,270826503;3,731728822
391.615;0,67;0,82;-0,66;-2,35;-0,33;-2,88;1,247757989;3,731728822
391.617;0,67;0,82;-0,66;-2,28;-0,32;-2,79;1,247757989;3,617305627
391.659;0,49;0,93;-0,53;-2,28;-0,32;-2,79;1,177242541;3,617305627
391.686;0,49;0,93;-0,53;-2,2;-0,31;-2,69;1,177242541;3,488868011
391.709;0,4;0,97;-0,46;-2,2;-0,31;-2,69;1,145643924;3,488868011
391.751;0,4;0,97;-0,46;-2,12;-0,29;-2,58;1,145643924;3,351850235
391.759;0,22;1,01;-0,32;-2,12;-0,29;-2,58;1,082081328;3,351850235
391.809;0,04;1,01;-0,17;-2,12;-0,29;-2,58;1,024987805;3,351850235
391.822;0,04;1,01;-0,17;-2,01;-0,28;-2,46;1,024987805;3,189059422
391.859;-0,04;0,99;-0,11;-2,01;-0,28;-2,46;0,99689518;3,189059422
391.894;-0,04;0,99;-0,11;-1,92;-0,27;-2,34;0,99689518;3,038897827
391.917;-0,2;0,93;0,02;-1,92;-0,27;-2,34;0,951472543;3,038897827
391.959;-0,26;0,9;0,08;-1,92;-0,27;-2,34;0,940212742;3,038897827
391.965;-0,26;0,9;0,08;-1,81;-0,25;-2,22;0,940212742;2,87523912
392.009;-0,39;0,8;0,19;-1,81;-0,25;-2,22;0,910054943;2,87523912
392.031;-0,39;0,8;0,19;-1,73;-0,24;-2,1;0,910054943;2,731391587
392.059;-0,44;0,74;0,25;-1,73;-0,24;-2,1;0,896493168;2,731391587
392.102;-0,44;0,74;0,25;-1,64;-0,23;-2;0,896493168;2,596632435
392.109;-0,53;0,63;0,33;-1,64;-0,23;-2;0,886961104;2,596632435
392.163;-0,59;0,5;0,39;-1,64;-0,23;-2;0,866140866;2,596632435
392.183;-0,59;0,5;0,39;-1,56;-0,21;-1,9;0,866140866;2,467326488
392.209;-0,63;0,44;0,42;-1,56;-0,21;-1,9;0,875728268;2,467326488
392.242;-0,63;0,44;0,42;-1,49;-0,21;-1,83;0,875728268;2,369198177
392.259;-0,66;0,3;0,46;-1,49;-0,21;-1,83;0,858603517;2,369198177
392.31;-0,67;0,24;0,48;-1,49;-0,21;-1,83;0,858428797;2,369198177
392.314;-0,67;0,24;0,48;-1,44;-0,2;-1,77;0,858428797;2,290523958
392.359;-0,67;0,11;0,5;-1,44;-0,2;-1,77;0,843208159;2,290523958
392.381;-0,67;0,11;0,5;-1,41;-0,19;-1,73;0,843208159;2,23988839
392.41;-0,67;0,04;0,5;-1,41;-0,19;-1,73;0,83695878;2,23988839
392.453;-0,67;0,04;0,5;-1,39;-0,19;-1,71;0,83695878;2,211854426
392.459;-0,65;-0,09;0,5;-1,39;-0,19;-1,71;0,824984848;2,211854426
392.509;-0,63;-0,15;0,5;-1,39;-0,19;-1,71;0,818168687;2,211854426
392.521;-0,63;-0,15;0,5;-1,38;-0,19;-1,7;0,818168687;2,197839849
392.559;-0,59;-0,28;0,47;-1,38;-0,19;-1,7;0,804611708;2,197839849
392.592;-0,59;-0,28;0,47;-1,39;-0,2;-1,7;0,804611708;2,205017007
392.609;-0,53;-0,4;0,44;-1,39;-0,2;-1,7;0,796555083;2,205017007
392.659;-0,49;-0,45;0,42;-1,39;-0,2;-1,7;0,786765531;2,205017007
392.662;-0,49;-0,45;0,42;-1,4;-0,19;-1,72;0,786765531;2,225870616
392.709;-0,42;-0,56;0,37;-1,4;-0,19;-1,72;0,791770169;2,225870616
392.731;-0,42;-0,56;0,37;-1,42;-0,2;-1,75;0,791770169;2,262498619
392.759;-0,37;-0,6;0,34;-1,42;-0,2;-1,75;0,782623792;2,262498619
392.803;-0,37;-0,6;0,34;-1,45;-0,2;-1,79;0,782623792;2,31227161
392.81;-0,28;-0,69;0,27;-1,45;-0,2;-1,79;0,792085854;2,31227161
392.859;-0,22;-0,73;0,23;-1,45;-0,2;-1,79;0,79636675;2,31227161
392.871;-0,22;-0,73;0,23;-1,49;-0,21;-1,83;0,79636675;2,369198177
392.909;-0,1;-0,78;0,14;-1,49;-0,21;-1,83;0,798749022;2,369198177
392.941;-0,1;-0,78;0,14;-1,53;-0,22;-1,89;0,798749022;2,441597837
392.959;0,03;-0,82;0,06;-1,53;-0,22;-1,89;0,822739327;2,441597837
393.01;0,08;-0,83;0;-1,53;-0,22;-1,89;0,833846509;2,441597837
393.014;0,08;-0,83;0;-1,58;-0,22;-1,95;0,833846509;2,519384846
393.059;0,21;-0,84;-0,1;-1,58;-0,22;-1,95;0,87160771;2,519384846
393.081;0,21;-0,84;-0,1;-1,64;-0,23;-2,01;0,87160771;2,604342527
393.109;0,29;-0,84;-0,15;-1,64;-0,23;-2,01;0,901221393;2,604342527
393.152;0,29;-0,84;-0,15;-1,69;-0,24;-2,09;0,901221393;2,698481054
393.16;0,42;-0,8;-0,27;-1,69;-0,24;-2,09;0,943027041;2,698481054
393.209;0,49;-0,78;-0,32;-1,69;-0,24;-2,09;0,975141015;2,698481054
393.221;0,49;-0,78;-0,32;-1,75;-0,24;-2,16;0,975141015;2,790286724
393.259;0,62;-0,7;-0,43;-1,75;-0,24;-2,16;1,029223008;2,790286724
393.306;0,62;-0,7;-0,43;-1,81;-0,25;-2,24;1,029223008;2,890709256
393.309;0,67;-0,65;-0,48;-1,81;-0,25;-2,24;1,049666614;2,890709256
393.359;0,78;-0,53;-0,58;-1,81;-0,25;-2,24;1,107113364;2,890709256
393.363;0,78;-0,53;-0,58;-1,86;-0,26;-2,29;1,107113364;2,96163806
393.411;0,86;-0,39;-0,67;-1,86;-0,26;-2,29;1,157842822;2,96163806
393.431;0,86;-0,39;-0,67;-1,9;-0,27;-2,33;1,157842822;3,018575823
393.459;0,9;-0,31;-0,7;-1,9;-0,27;-2,33;1,181566756;3,018575823
393.502;0,9;-0,31;-0,7;-1,93;-0,27;-2,37;1,181566756;3,068338313
393.509;0,94;-0,14;-0,76;-1,93;-0,27;-2,37;1,21688126;3,068338313
393.559;0,95;-0,05;-0,77;-1,93;-0,27;-2,37;1,22388725;3,068338313
393.572;0,95;-0,05;-0,77;-1,93;-0,27;-2,37;1,22388725;3,068338313
393.609;0,94;0,13;-0,79;-1,93;-0,27;-2,37;1,234746938;3,068338313
393.641;0,94;0,13;-0,79;-1,92;-0,27;-2,36;1,234746938;3,054324803
393.659;0,93;0,22;-0,79;-1,92;-0,27;-2,36;1,239919352;3,054324803
393.713;0,88;0,4;-0,76;-1,92;-0,27;-2,36;1,229634092;3,054324803
393.721;0,88;0,4;-0,76;-1,89;-0,27;-2,32;1,229634092;3,004563196
393.759;0,83;0,48;-0,75;-1,89;-0,27;-2,32;1,217292077;3,004563196
393.781;0,83;0,48;-0,75;-1,85;-0,26;-2,27;1,217292077;2,939897957
393.809;0,75;0,63;-0,69;-1,85;-0,26;-2,27;1,198123533;2,939897957
393.851;0,75;0,63;-0,69;-1,79;-0,25;-2,2;1,198123533;2,84720916
393.859;0,64;0,76;-0,62;-1,79;-0,25;-2,2;1,171153278;2,84720916
393.909;0,59;0,81;-0,58;-1,79;-0,25;-2,2;1,157842822;2,84720916
393.922;0,59;0,81;-0,58;-1,72;-0,24;-2,1;1,157842822;2,725068806
393.959;0,44;0,9;-0,49;-1,72;-0,24;-2,1;1,115212984;2,725068806
393.992;0,44;0,9;-0,49;-1,64;-0,23;-2,01;1,115212984;2,604342527
394.009;0,39;0,94;-0,44;-1,64;-0,23;-2,01;1,108738021;2,604342527
394.059;0,25;0,99;-0,34;-1,64;-0,23;-2,01;1,076197008;2,604342527
394.062;0,25;0,99;-0,34;-1,55;-0,21;-1,9;1,076197008;2,46101605
394.109;0,19;1,01;-0,29;-1,55;-0,21;-1,9;1,067848304;2,46101605
394.131;0,19;1,01;-0,29;-1,46;-0,21;-1,79;1,067848304;2,319439587
394.159;0,06;1,03;-0,19;-1,46;-0,21;-1,79;1,049094848;2,319439587
394.203;0,06;1,03;-0,19;-1,37;-0,19;-1,66;1,049094848;2,160694333
394.209;-0,06;1,03;-0,1;-1,37;-0,19;-1,66;1,036580918;2,160694333
394.259;-0,11;1,01;-0,05;-1,37;-0,19;-1,66;1,017202045;2,160694333
394.271;-0,11;1,01;-0,05;-1,27;-0,18;-1,56;1,017202045;2,019628679
394.309;-0,21;0,99;0,04;-1,27;-0,18;-1,56;1,012817851;2,019628679
394.342;-0,21;0,99;0,04;-1,18;-0,17;-1,44;1,012817851;1,869465164
394.359;-0,26;0,97;0,07;-1,18;-0,17;-1,44;1,006677704;1,869465164
394.41;-0,35;0,93;0,14;-1,18;-0,17;-1,44;1,003493896;1,869465164
394.412;-0,35;0,93;0,14;-1,09;-0,15;-1,33;1,003493896;1,726122823
394.459;-0,39;0,9;0,18;-1,09;-0,15;-1,33;0,997246208;1,726122823
394.481;-0,39;0,9;0,18;-0,99;-0,14;-1,21;0,997246208;1,569649642
394.509;-0,46;0,86;0,24;-0,99;-0,14;-1,21;1,004390362;1,569649642
394.551;-0,46;0,86;0,24;-0,9;-0,12;-1,1;1,004390362;1,426323946
394.559;-0,48;0,83;0,27;-0,9;-0,12;-1,1;0,996092365;1,426323946
394.609;-0,54;0,77;0,31;-0,9;-0,12;-1,1;0,990252493;1,426323946
394.623;-0,54;0,77;0,31;-0,81;-0,11;-0,99;0,990252493;1,283861363
394.659;-0,59;0,72;0,36;-0,81;-0,11;-0,99;0,998048095;1,283861363
394.694;-0,59;0,72;0,36;-0,72;-0,1;-0,89;0,998048095;1,149130106
394.718;-0,61;0,69;0,38;-0,72;-0,1;-0,89;0,99629313;1,149130106
394.759;-0,64;0,65;0,41;-0,72;-0,1;-0,89;1,000099995;1,149130106
394.763;-0,64;0,65;0,41;-0,64;-0,09;-0,77;1,000099995;1,005286029
394.811;-0,65;0,63;0,42;-0,64;-0,09;-0,77;0,99789779;1,005286029
394.831;-0,65;0,63;0,42;-0,57;-0,08;-0,69;0,99789779;0,898554395
394.859;-0,68;0,57;0,45;-0,57;-0,08;-0,69;0,994886928;0,898554395
394.903;-0,68;0,57;0,45;-0,49;-0,07;-0,6;0,994886928;0,777817459
394.911;-0,69;0,56;0,46;-0,49;-0,07;-0,6;1,000649789;0,777817459
394.959;-0,71;0,52;0,47;-0,49;-0,07;-0,6;0,997697349;0,777817459
394.971;-0,71;0,52;0,47;-0,42;-0,06;-0,51;0,997697349;0,663400332
395.023;-0,72;0,49;0,49;-0,42;-0,06;-0,51;0,999299755;0,663400332
395.041;-0,72;0,49;0,49;-0,35;-0,05;-0,43;0,999299755;0,556686626
395.059;-0,72;0,47;0,5;-0,35;-0,05;-0,43;0,994635612;0,556686626
395.115;-0,74;0,46;0,51;-0,35;-0,05;-0,43;1,009603883;0,556686626
395.119;-0,74;0,46;0,51;-0,28;-0,04;-0,35;1,009603883;0,45
395.159;-0,74;0,44;0,51;-0,28;-0,04;-0,35;1,000649789;0,45
395.181;-0,74;0,44;0,51;-0,23;-0,03;-0,28;1,000649789;0,363593179
395.212;-0,74;0,41;0,51;-0,23;-0,03;-0,28;0,987825896;0,363593179
395.252;-0,74;0,41;0,51;-0,17;-0,02;-0,21;0,987825896;0,270924344
395.259;-0,75;0,41;0,52;-0,17;-0,02;-0,21;1,000499875;0,270924344
395.315;-0,75;0,39;0,53;-0,17;-0,02;-0,21;0,997747463;0,270924344
395.329;-0,75;0,39;0,53;-0,11;-0,02;-0,14;0,997747463;0,179164729
395.359;-0,75;0,39;0,53;-0,11;-0,02;-0,14;0,997747463;0,179164729
395.391;-0,75;0,39;0,53;-0,05;-0,01;-0,06;0,997747463;0,078740079
395.419;-0,75;0,39;0,53;-0,05;-0,01;-0,06;0,997747463;0,078740079
395.459;-0,76;0,38;0,52;-0,05;-0,01;-0,06;0,996192752;0,078740079
395.463;-0,76;0,38;0,52;0;0;0,01;0,996192752;0,01
395.51;-0,75;0,39;0,53;0;0;0,01;0,997747463;0,01
395.532;-0,75;0,39;0,53;0,05;0,01;0,06;0,997747463;0,078740079
395.559;-0,75;0,41;0,53;0,05;0,01;0,06;1,005733563;0,078740079
395.613;-0,75;0,41;0,53;0,08;0,01;0,1;1,005733563;0,128452326
395.616;-0,75;0,41;0,53;0,08;0,01;0,1;1,005733563;0,128452326
395.659;-0,75;0,43;0,52;0,08;0,01;0,1;1,008860744;0,128452326
395.672;-0,75;0,43;0,52;0,1;0,01;0,13;1,008860744;0,164316767
395.717;-0,75;0,43;0,51;0,1;0,01;0,13;1,003742995;0,164316767
395.743;-0,75;0,43;0,51;0,12;0,02;0,15;1,003742995;0,193132079
395.759;-0,74;0,45;0,52;0,12;0,02;0,15;1,010198;0,193132079
395.824;-0,74;0,46;0,52;0,12;0,02;0,15;1,014692072;0,193132079
395.827;-0,74;0,46;0,52;0,13;0,02;0,17;1,014692072;0,214941853
395.859;-0,74;0,46;0,5;0,13;0,02;0,17;1,004589468;0,214941853
395.881;-0,74;0,46;0,5;0,15;0,02;0,19;1,004589468;0,242899156
